고객ID,성별,연령,개시일,서비스기간,단선횟수,지불방법,요금제,이탈여부,핸드셋
K238770,남,20,06/08/99,14.433333,1,선불,CAT 50,이탈,S50
K238780,여,48,19/09/99,12.966667,2,선불,CAT 50,이탈,S50
K238790,남,57,20/08/99,13.966667,0,선불,CAT 50,이탈,BS110
K238800,남,30,15/09/99,13.1,1,선불,CAT 50,이탈,S50
K238810,여,20,01/10/99,12.566667,1,선불,CAT 50,이탈,BS110
K238820,남,25,16/07/99,15.133333,1,선불,CAT 50,이탈,S50
K238830,남,61,10/07/99,15.333333,2,선불,CAT 50,이탈,BS110
K238840,남,16,13/08/99,14.2,2,선불,CAT 50,이탈,S50
K238850,여,47,20/09/99,12.933333,1,선불,CAT 50,이탈,BS110
K238860,여,13,14/09/99,13.133333,0,선불,CAT 50,이탈,BS110
K238870,여,30,24/08/99,13.833333,0,선불,CAT 50,이탈,S50
K238880,남,16,23/07/99,14.9,1,선불,CAT 50,이탈,S50
K238890,여,18,20/07/99,15,1,선불,CAT 50,이탈,S50
K238900,남,48,06/08/99,14.433333,2,선불,CAT 50,이탈,BS110
K238910,여,23,12/07/99,15.266667,6,선불,CAT 50,이탈,BS110
K238920,남,25,14/07/99,15.2,1,선불,CAT 50,이탈,S50
K238930,남,25,17/09/99,13.033333,8,선불,CAT 50,이탈,S50
K238940,남,23,20/08/99,13.966667,2,선불,CAT 50,이탈,S50
K238950,남,46,16/07/99,15.133333,1,선불,CAT 50,이탈,BS110
K238960,여,13,22/07/99,14.933333,1,선불,CAT 50,이탈,BS110
K238970,여,21,20/07/99,15,2,선불,CAT 50,이탈,BS110
K238980,남,34,10/07/99,15.333333,1,선불,CAT 50,이탈,BS110
K238990,남,29,31/08/99,13.6,3,선불,CAT 50,이탈,S50
K239000,남,23,15/07/99,15.166667,0,선불,CAT 50,이탈,S50
K239010,남,17,01/09/99,13.566667,0,선불,CAT 50,이탈,S50
K239020,남,19,26/09/99,12.733333,0,선불,CAT 50,이탈,S50
K239030,남,32,12/08/99,14.233333,0,선불,CAT 50,이탈,BS110
K239040,남,50,01/09/99,13.566667,2,선불,CAT 50,이탈,BS110
K239050,여,68,02/10/99,12.533333,2,선불,CAT 50,이탈,S50
K239060,여,43,22/09/99,12.866667,2,선불,CAT 50,이탈,S50
K239070,남,14,08/08/99,14.366667,8,선불,CAT 50,이탈,BS110
K239080,남,47,01/08/99,14.6,10,선불,CAT 50,이탈,BS110
K239090,남,66,19/09/99,12.966667,2,선불,Play 100,이탈,BS110
K239100,남,26,18/09/99,13,0,선불,Play 100,유지,S50
K239110,남,20,11/07/99,15.3,9,선불,Play 100,이탈,S50
K239120,여,30,19/08/99,14,11,선불,Play 100,이탈,S50
K239130,여,27,26/08/99,13.766667,0,선불,Play 100,이탈,S50
K239140,남,14,01/08/99,14.6,4,선불,Play 100,이탈,S50
K239150,여,20,10/07/99,15.333333,1,선불,Play 100,이탈,S50
K239160,남,31,26/09/99,12.733333,2,선불,Play 100,이탈,S50
K239170,남,34,12/09/99,13.2,2,선불,Play 100,이탈,S50
K239180,남,25,04/09/99,13.466667,8,선불,Play 100,이탈,S50
K239190,남,31,14/09/99,13.133333,0,선불,Play 100,이탈,BS110
K239200,남,29,12/08/99,14.233333,0,선불,Play 100,이탈,BS110
K239210,여,18,21/07/99,14.966667,2,선불,Play 100,이탈,S50
K239220,남,42,08/07/99,15.4,2,선불,Play 100,이탈,BS110
K239230,남,54,19/09/99,12.966667,1,선불,Play 100,이탈,S50
K239240,여,26,10/08/99,14.3,1,선불,Play 100,이탈,BS110
K239250,여,30,06/07/99,15.466667,1,선불,Play 100,이탈,BS110
K239260,남,23,02/08/99,14.566667,3,선불,Play 100,이탈,S50
K239270,여,20,05/08/99,14.466667,2,선불,Play 100,이탈,BS110
K239280,남,12,11/07/99,15.3,0,선불,Play 100,이탈,S50
K239290,남,28,04/09/99,13.466667,2,선불,Play 100,이탈,S50
K239300,남,30,25/07/99,14.833333,1,선불,Play 100,유지,BS110
K239310,여,32,20/07/99,15,0,선불,Play 100,이탈,BS110
K239320,여,32,04/09/99,13.466667,1,선불,Play 100,이탈,BS110
K239330,여,23,13/08/99,14.2,0,선불,Play 100,이탈,BS110
K239340,남,21,18/09/99,13,0,선불,Play 100,이탈,S50
K239350,남,63,18/07/99,15.066667,6,선불,Play 100,이탈,S50
K239360,남,23,22/07/99,14.933333,0,선불,Play 100,이탈,BS110
K239370,여,51,26/09/99,12.733333,0,선불,Play 100,이탈,S50
K239380,여,24,02/10/99,12.533333,0,선불,Play 100,이탈,BS110
K239390,남,22,24/09/99,12.8,2,선불,Play 100,유지,BS110
K239400,여,17,25/08/99,13.8,0,선불,Play 100,이탈,S50
K239410,여,53,07/07/99,15.433333,9,선불,Play 100,이탈,BS110
K239420,남,47,19/07/99,15.033333,0,선불,Play 100,이탈,S50
K239430,남,31,14/07/99,15.2,0,선불,Play 100,이탈,S50
K239440,여,65,21/08/99,13.933333,1,선불,Play 100,이탈,BS110
K239450,남,23,24/07/99,14.866667,2,선불,Play 100,이탈,S50
K239460,남,16,13/08/99,14.2,0,선불,Play 100,이탈,BS110
K239470,여,44,18/07/99,15.066667,1,선불,Play 100,이탈,S50
K239480,남,28,12/07/99,15.266667,9,선불,Play 100,이탈,S50
K239490,여,50,31/07/99,14.633333,1,선불,Play 100,이탈,S50
K239500,여,35,28/09/99,12.666667,2,선불,Play 100,이탈,S50
K239510,여,35,05/09/99,13.433333,2,선불,Play 100,이탈,S50
K239520,여,50,31/08/99,13.6,5,선불,Play 100,이탈,S50
K239530,여,26,15/09/99,13.1,1,선불,Play 100,이탈,S50
K239540,남,56,02/10/99,12.533333,0,선불,Play 100,이탈,BS110
K239550,남,19,27/09/99,12.7,0,선불,Play 100,이탈,S50
K239560,여,20,13/09/99,13.166667,2,선불,Play 100,이탈,BS110
K239570,여,24,20/08/99,13.966667,10,선불,Play 100,유지,S50
K239580,남,21,21/08/99,13.933333,1,선불,Play 100,이탈,S50
K239590,여,30,01/09/99,13.566667,0,선불,Play 100,이탈,BS110
K239600,여,45,13/07/99,15.233333,2,선불,Play 100,유지,S50
K239610,남,29,24/08/99,13.833333,0,선불,Play 100,이탈,S50
K239620,남,52,06/08/99,14.433333,2,선불,Play 100,이탈,BS110
K239630,여,50,25/08/99,13.8,1,선불,Play 100,이탈,S50
K239640,여,17,10/07/99,15.333333,0,선불,Play 100,이탈,BS110
K239650,여,13,08/08/99,14.366667,0,선불,Play 100,이탈,S50
K239660,남,24,13/08/99,14.2,11,선불,Play 100,이탈,S50
K239670,여,39,05/09/99,13.433333,1,선불,Play 100,유지,BS110
K239680,여,28,20/08/99,13.966667,1,선불,Play 100,이탈,S50
K239690,남,25,24/09/99,12.8,2,선불,Play 100,이탈,S50
K239700,남,17,19/07/99,15.033333,1,선불,Play 100,이탈,BS110
K239710,남,57,21/07/99,14.966667,2,선불,Play 100,이탈,BS110
K239720,여,36,17/07/99,15.1,0,선불,Play 100,이탈,BS110
K239730,남,25,31/07/99,14.633333,11,선불,Play 100,이탈,BS110
K239740,남,17,11/09/99,13.233333,5,선불,Play 100,이탈,BS110
K239750,남,37,11/07/99,15.3,1,선불,Play 100,이탈,S50
K239760,여,42,20/09/99,12.933333,2,선불,Play 100,이탈,BS110
K239770,남,13,20/08/99,13.966667,1,선불,Play 100,이탈,BS110
K239780,여,68,04/09/99,13.466667,6,선불,Play 100,이탈,S50
K239790,남,35,18/08/99,14.033333,2,선불,Play 100,이탈,S50
K239800,남,25,02/08/99,14.566667,1,선불,Play 100,유지,BS110
K239810,여,18,22/08/99,13.9,1,선불,Play 100,이탈,BS110
K239820,남,60,28/07/99,14.733333,2,선불,Play 100,이탈,S50
K239830,여,12,18/08/99,14.033333,2,선불,Play 100,이탈,S50
K239840,여,31,10/09/99,13.266667,0,선불,Play 100,이탈,S50
K239850,여,24,09/09/99,13.3,1,선불,Play 100,이탈,S50
K239860,여,28,01/08/99,14.6,10,선불,Play 100,이탈,BS110
K239870,남,55,06/09/99,13.4,0,선불,Play 100,이탈,S50
K239880,여,27,01/09/99,13.566667,2,선불,Play 100,이탈,S50
K239890,남,41,16/07/99,15.133333,2,선불,Play 100,이탈,BS110
K239900,남,13,05/09/99,13.433333,2,선불,Play 100,이탈,BS110
K239910,남,31,04/08/99,14.5,0,선불,Play 100,이탈,S50
K239920,여,12,14/08/99,14.166667,1,선불,Play 100,이탈,BS110
K239930,남,14,25/07/99,14.833333,1,선불,Play 100,이탈,S50
K239940,여,64,20/08/99,13.966667,0,선불,Play 100,이탈,BS110
K239950,남,44,02/08/99,14.566667,2,선불,Play 100,이탈,S50
K239960,여,19,02/09/99,13.533333,1,선불,Play 100,유지,BS110
K239970,여,21,15/08/99,14.133333,11,선불,Play 100,이탈,S50
K239980,여,44,08/07/99,15.4,1,선불,Play 100,이탈,BS110
K239990,여,18,06/07/99,15.466667,0,선불,Play 100,이탈,S50
K240000,여,27,21/07/99,14.966667,0,선불,Play 100,이탈,BS110
K240010,남,68,22/09/99,12.866667,0,선불,Play 100,유지,S50
K240020,남,32,05/09/99,13.433333,1,선불,Play 100,이탈,BS110
K240030,여,28,25/08/99,13.8,0,선불,Play 100,이탈,S50
K240040,여,29,08/07/99,15.4,2,선불,Play 100,이탈,BS110
K240050,남,34,04/08/99,14.5,8,선불,Play 100,이탈,BS110
K240060,여,28,25/09/99,12.766667,0,선불,Play 100,이탈,BS110
K240070,남,28,14/07/99,15.2,0,선불,Play 100,이탈,BS110
K240080,여,15,25/08/99,13.8,1,선불,Play 100,이탈,BS110
K240090,남,18,03/10/99,12.5,7,선불,Play 100,이탈,S50
K240100,여,23,28/08/99,13.7,1,선불,Play 100,이탈,BS110
K240110,여,38,25/08/99,13.8,8,선불,Play 100,이탈,S50
K240120,남,62,25/07/99,14.833333,1,선불,Play 100,이탈,BS110
K240130,여,44,21/08/99,13.933333,9,선불,Play 100,이탈,S50
K240140,남,13,25/07/99,14.833333,1,선불,Play 100,이탈,BS110
K240150,남,24,17/08/99,14.066667,2,선불,Play 100,이탈,BS110
K240160,여,21,19/07/99,15.033333,1,선불,Play 100,이탈,S50
K240170,여,16,19/08/99,14,0,선불,Play 100,이탈,S50
K240180,남,49,13/09/99,13.166667,2,선불,Play 100,이탈,S50
K240190,여,32,24/07/99,14.866667,8,선불,Play 100,이탈,S50
K240200,여,38,02/09/99,13.533333,2,선불,Play 100,이탈,S50
K240210,여,25,07/09/99,13.366667,2,선불,Play 100,이탈,BS110
K240220,여,37,06/08/99,14.433333,0,선불,Play 100,이탈,S50
K240230,남,17,10/08/99,14.3,1,선불,Play 100,이탈,BS110
K240240,남,30,08/07/99,15.4,1,선불,Play 100,이탈,BS110
K240250,남,29,18/07/99,15.066667,0,선불,Play 100,유지,S50
K240260,여,13,24/07/99,14.866667,0,선불,Play 100,이탈,S50
K240270,남,32,22/08/99,13.9,2,선불,Play 100,유지,BS110
K240280,여,45,08/08/99,14.366667,0,선불,Play 100,이탈,S50
K240290,여,24,28/07/99,14.733333,2,선불,Play 100,이탈,S50
K240300,남,21,06/08/99,14.433333,0,선불,Play 100,유지,S50
K240310,남,13,14/07/99,15.2,0,선불,Play 100,이탈,S50
K240320,남,27,02/08/99,14.566667,6,선불,Play 100,이탈,BS110
K240330,여,38,06/09/99,13.4,1,선불,Play 100,이탈,BS110
K240340,여,23,01/08/99,14.6,1,선불,Play 100,유지,S50
K240350,남,55,17/09/99,13.033333,1,선불,Play 100,이탈,S50
K240360,남,15,27/07/99,14.766667,8,선불,Play 100,이탈,S50
K240370,여,19,04/09/99,13.466667,0,선불,Play 100,이탈,BS110
K240380,남,25,10/09/99,13.266667,0,선불,Play 100,이탈,S50
K240390,여,16,05/08/99,14.466667,1,선불,Play 100,이탈,BS110
K240400,여,24,13/08/99,14.2,1,선불,Play 100,이탈,S50
K240410,남,58,17/09/99,13.033333,11,선불,Play 100,이탈,BS110
K240420,여,49,13/08/99,14.2,1,선불,Play 100,이탈,S50
K240430,남,23,11/07/99,15.3,8,선불,Play 100,이탈,S50
K240440,남,34,01/09/99,13.566667,6,선불,Play 100,이탈,BS110
K240450,여,34,13/09/99,13.166667,0,선불,Play 100,유지,S50
K240460,남,53,21/09/99,12.9,2,선불,Play 100,이탈,S50
K240470,남,34,20/08/99,13.966667,6,선불,Play 100,유지,BS110
K240480,남,38,15/09/99,13.1,0,선불,Play 100,이탈,BS110
K240490,여,14,09/09/99,13.3,4,선불,Play 100,이탈,BS110
K240500,남,26,22/07/99,14.933333,0,선불,Play 100,이탈,S50
K240510,여,21,02/08/99,14.566667,1,선불,Play 100,이탈,BS110
K240520,여,12,11/08/99,14.266667,2,선불,Play 100,이탈,BS110
K240530,남,18,13/08/99,14.2,1,선불,Play 100,이탈,S50
K240540,여,39,08/08/99,14.366667,4,선불,Play 100,이탈,BS110
K240550,남,15,02/08/99,14.566667,3,선불,Play 100,이탈,S50
K240560,여,23,17/09/99,13.033333,0,선불,Play 100,유지,BS110
K240570,남,17,06/07/99,15.466667,2,선불,Play 100,이탈,S50
K240580,남,24,11/09/99,13.233333,0,선불,Play 100,이탈,BS110
K240590,여,23,20/07/99,15,6,선불,Play 100,이탈,S50
K240600,여,42,09/09/99,13.3,5,선불,Play 100,이탈,S50
K240610,남,17,21/09/99,12.9,2,선불,Play 100,이탈,S50
K240620,남,28,19/08/99,14,3,선불,Play 100,이탈,S50
K240630,남,26,15/09/99,13.1,2,선불,Play 100,이탈,S50
K240640,남,28,04/09/99,13.466667,0,선불,Play 100,이탈,S50
K240650,남,25,09/07/99,15.366667,7,선불,Play 100,이탈,S50
K240660,여,35,08/08/99,14.366667,0,선불,Play 100,이탈,S50
K240670,남,49,24/09/99,12.8,11,선불,Play 100,유지,BS110
K240680,남,19,17/08/99,14.066667,1,선불,Play 100,이탈,S50
K240690,여,38,25/08/99,13.8,8,선불,Play 100,이탈,S50
K240700,남,39,22/07/99,14.933333,1,선불,Play 100,이탈,S50
K240710,남,15,09/09/99,13.3,0,선불,Play 100,이탈,S50
K240720,여,25,31/07/99,14.633333,7,선불,Play 100,이탈,S50
K240730,여,54,31/08/99,13.6,1,선불,Play 100,이탈,S50
K240740,남,63,03/10/99,12.5,4,선불,Play 100,이탈,S50
K240750,여,23,27/08/99,13.733333,1,선불,Play 100,이탈,BS110
K240760,여,24,31/07/99,14.633333,1,선불,Play 100,이탈,BS110
K240770,남,39,18/08/99,14.033333,1,선불,Play 100,이탈,S50
K240780,남,29,16/07/99,15.133333,2,선불,Play 100,이탈,BS110
K240790,여,31,07/09/99,13.366667,8,선불,Play 100,이탈,S50
K240800,남,49,20/09/99,12.933333,2,선불,Play 100,이탈,BS110
K240810,여,56,26/08/99,13.766667,2,선불,Play 100,이탈,BS110
K240820,남,20,18/08/99,14.033333,2,선불,Play 100,이탈,BS110
K240830,여,26,11/07/99,15.3,2,선불,Play 100,이탈,S50
K240840,남,61,20/08/99,13.966667,0,선불,Play 100,이탈,BS110
K240850,여,40,04/08/99,14.5,11,선불,Play 100,이탈,BS110
K240860,남,33,23/07/99,14.9,10,선불,Play 100,이탈,S50
K240870,여,43,16/07/99,15.133333,2,선불,Play 100,이탈,BS110
K240880,남,35,01/08/99,14.6,2,선불,Play 100,이탈,S50
K240890,남,55,26/08/99,13.766667,0,선불,Play 100,이탈,BS110
K240900,남,15,22/09/99,12.866667,8,선불,Play 100,이탈,S50
K240910,남,39,26/07/99,14.8,2,선불,Play 100,이탈,S50
K240920,남,54,25/07/99,14.833333,8,선불,Play 100,이탈,BS110
K240930,남,12,08/07/99,15.4,2,선불,Play 100,이탈,BS110
K240940,여,30,11/07/99,15.3,1,선불,Play 100,이탈,S50
K240950,남,15,11/07/99,15.3,1,선불,Play 100,이탈,S50
K240960,여,32,24/07/99,14.866667,0,선불,Play 100,이탈,BS110
K240970,여,33,19/09/99,12.966667,0,선불,Play 100,이탈,BS110
K240980,여,21,21/08/99,13.933333,1,선불,Play 100,이탈,S50
K240990,여,17,14/09/99,13.133333,2,선불,Play 100,이탈,S50
K241000,여,31,08/07/99,15.4,1,선불,Play 100,이탈,S50
K241010,여,12,31/08/99,13.6,0,선불,Play 100,이탈,BS110
K241020,여,52,26/08/99,13.766667,2,선불,Play 100,이탈,S50
K241030,남,30,05/08/99,14.466667,0,선불,Play 100,이탈,BS110
K241040,남,42,08/09/99,13.333333,2,선불,Play 100,이탈,BS110
K241050,남,37,09/08/99,14.333333,2,선불,Play 100,이탈,BS110
K241060,남,20,25/07/99,14.833333,0,선불,Play 100,유지,S50
K241070,여,20,10/07/99,15.333333,11,선불,Play 100,이탈,BS110
K241080,남,13,17/08/99,14.066667,2,선불,Play 100,이탈,S50
K241090,남,23,12/07/99,15.266667,2,선불,Play 100,이탈,BS110
K241100,여,27,08/09/99,13.333333,1,선불,Play 100,이탈,S50
K241110,여,27,10/07/99,15.333333,0,선불,Play 100,이탈,BS110
K241120,남,57,03/08/99,14.533333,1,선불,Play 100,이탈,BS110
K241130,남,20,04/09/99,13.466667,2,선불,Play 100,이탈,BS110
K241140,남,17,22/07/99,14.933333,1,선불,Play 100,이탈,BS110
K241150,남,20,01/08/99,14.6,0,선불,Play 100,이탈,BS110
K241160,여,15,17/07/99,15.1,1,선불,Play 100,이탈,BS110
K241170,남,20,22/09/99,12.866667,11,선불,Play 100,이탈,S50
K241180,여,22,25/09/99,12.766667,1,선불,Play 100,이탈,BS110
K241190,여,37,03/09/99,13.5,10,선불,Play 100,이탈,S50
K241200,여,23,03/09/99,13.5,1,선불,Play 100,이탈,BS110
K241210,남,35,11/08/99,14.266667,0,선불,Play 100,이탈,S50
K241220,남,23,24/09/99,12.8,2,선불,Play 100,이탈,BS110
K241230,남,23,13/09/99,13.166667,1,선불,Play 100,이탈,S50
K241240,남,26,03/09/99,13.5,2,선불,Play 100,이탈,BS110
K241250,여,62,15/09/99,13.1,1,선불,Play 100,이탈,BS110
K241260,여,35,22/08/99,13.9,8,선불,Play 100,이탈,BS110
K241270,남,18,28/07/99,14.733333,9,선불,Play 100,이탈,BS110
K241280,남,20,23/08/99,13.866667,8,선불,Play 100,이탈,S50
K241290,여,16,20/09/99,12.933333,0,선불,Play 100,이탈,BS110
K241300,남,45,19/07/99,15.033333,1,선불,Play 100,이탈,BS110
K241310,여,36,19/08/99,14,1,선불,Play 100,이탈,BS110
K241320,여,24,13/08/99,14.2,2,선불,Play 100,이탈,S50
K241330,남,33,22/09/99,12.866667,1,선불,Play 100,이탈,BS110
K241340,남,47,06/09/99,13.4,0,선불,Play 100,이탈,S50
K241350,남,50,18/07/99,15.066667,0,선불,Play 100,이탈,BS110
K241360,남,15,26/08/99,13.766667,9,선불,Play 100,이탈,S50
K241370,남,24,04/08/99,14.5,2,선불,Play 100,이탈,BS110
K241380,여,16,17/08/99,14.066667,10,선불,Play 100,이탈,BS110
K241390,여,17,20/07/99,15,4,선불,Play 100,이탈,BS110
K241400,남,27,18/09/99,13,2,선불,Play 100,유지,S50
K241410,남,34,06/09/99,13.4,10,선불,Play 100,이탈,S50
K241420,여,40,06/09/99,13.4,0,선불,Play 100,이탈,BS110
K241430,여,20,01/09/99,13.566667,0,선불,Play 100,이탈,BS110
K241440,여,34,23/09/99,12.833333,0,선불,Play 100,이탈,S50
K241450,여,23,18/09/99,13,0,선불,Play 100,이탈,BS110
K241460,남,28,27/09/99,12.7,5,선불,Play 100,이탈,S50
K241470,남,19,16/07/99,15.133333,2,선불,Play 100,이탈,S50
K241480,남,50,06/07/99,15.466667,1,선불,Play 100,이탈,S50
K241490,여,16,25/07/99,14.833333,2,선불,Play 100,이탈,S50
K241500,남,27,25/08/99,13.8,2,선불,Play 100,이탈,BS110
K241510,여,30,20/07/99,15,1,선불,Play 100,이탈,S50
K241520,여,15,26/07/99,14.8,2,선불,Play 100,이탈,BS110
K241530,여,17,15/09/99,13.1,0,선불,Play 100,이탈,BS110
K241540,남,32,05/08/99,14.466667,0,선불,Play 100,이탈,BS110
K241550,여,23,23/08/99,13.866667,1,선불,Play 100,이탈,BS110
K241560,여,22,03/08/99,14.533333,2,선불,Play 100,이탈,BS110
K241570,여,43,06/08/99,14.433333,1,선불,Play 100,이탈,S50
K241580,남,41,09/07/99,15.366667,0,선불,Play 100,이탈,BS110
K241590,남,29,13/07/99,15.233333,1,선불,Play 100,이탈,BS110
K241600,남,29,07/08/99,14.4,0,선불,Play 100,이탈,S50
K241610,남,41,09/09/99,13.3,3,선불,Play 100,이탈,S50
K241620,남,40,24/09/99,12.8,9,선불,Play 100,이탈,S50
K241630,남,25,04/09/99,13.466667,2,선불,Play 100,이탈,S50
K241640,여,54,27/08/99,13.733333,0,선불,Play 100,이탈,S50
K241650,여,41,08/09/99,13.333333,2,선불,Play 100,이탈,BS110
K241660,남,59,16/07/99,15.133333,0,선불,Play 100,이탈,S50
K241670,여,35,20/07/99,15,8,선불,Play 100,이탈,S50
K241680,여,16,20/09/99,12.933333,3,선불,Play 100,이탈,BS110
K241690,여,23,15/09/99,13.1,1,선불,Play 100,이탈,BS110
K241700,여,20,07/07/99,15.433333,0,선불,Play 100,이탈,BS110
K241710,남,20,02/10/99,12.533333,2,선불,Play 100,이탈,S50
K241720,남,27,21/08/99,13.933333,2,선불,Play 100,이탈,S50
K241730,남,35,28/07/99,14.733333,0,선불,Play 100,이탈,S50
K241740,여,13,22/09/99,12.866667,2,선불,Play 100,이탈,BS110
K241750,남,15,25/07/99,14.833333,0,선불,Play 100,이탈,BS110
K241760,남,49,02/09/99,13.533333,0,선불,Play 100,이탈,BS110
K241770,남,41,24/07/99,14.866667,10,선불,Play 100,이탈,BS110
K241780,여,71,16/07/99,15.133333,0,선불,Play 100,이탈,S50
K241790,남,16,17/09/99,13.033333,0,선불,Play 100,이탈,BS110
K241800,여,50,07/07/99,15.433333,0,선불,Play 100,이탈,S50
K241810,남,17,20/07/99,15,1,선불,Play 100,이탈,S50
K241820,여,35,20/09/99,12.933333,1,선불,Play 100,이탈,S50
K241830,남,42,17/08/99,14.066667,11,선불,Play 100,이탈,S50
K241840,남,34,28/07/99,14.733333,10,선불,Play 100,이탈,S50
K241850,여,13,20/08/99,13.966667,0,선불,Play 100,이탈,BS110
K241860,여,20,18/08/99,14.033333,0,선불,Play 100,이탈,BS110
K241870,남,31,17/08/99,14.066667,0,선불,Play 100,이탈,BS110
K241880,여,51,03/08/99,14.533333,2,선불,Play 100,이탈,BS110
K241890,남,32,08/07/99,15.4,1,선불,Play 300,이탈,BS110
K241900,남,35,05/09/99,13.433333,10,선불,Play 300,이탈,S50
K241910,남,16,15/09/99,13.1,9,선불,Play 300,이탈,BS110
K241920,여,28,27/08/99,13.733333,2,선불,Play 300,이탈,BS110
K241930,여,20,06/08/99,14.433333,1,선불,Play 300,이탈,S50
K241940,남,70,22/07/99,14.933333,0,선불,Play 300,이탈,S50
K241950,여,47,15/07/99,15.166667,2,선불,Play 300,이탈,BS110
K241960,여,23,10/08/99,14.3,2,선불,Play 300,이탈,S50
K241970,여,60,15/09/99,13.1,0,선불,Play 300,이탈,S50
K241980,여,44,19/09/99,12.966667,0,선불,Play 300,이탈,S50
K241990,여,64,23/07/99,14.9,2,선불,Play 300,이탈,S50
K242000,남,22,02/08/99,14.566667,2,선불,Play 300,이탈,BS110
K242010,여,47,10/08/99,14.3,1,선불,Play 300,이탈,BS110
K242020,남,29,13/09/99,13.166667,2,선불,Play 300,이탈,BS110
K242030,남,57,20/09/99,12.933333,0,선불,Play 300,이탈,BS110
K242040,여,23,02/09/99,13.533333,1,선불,Play 300,이탈,S50
K242050,여,52,10/08/99,14.3,1,선불,Play 300,이탈,BS110
K242060,여,14,06/08/99,14.433333,1,선불,Play 300,이탈,S50
K242070,남,45,12/09/99,13.2,0,선불,Play 300,이탈,S50
K242080,여,23,27/07/99,14.766667,2,선불,Play 300,이탈,BS110
K242090,남,26,31/07/99,14.633333,0,선불,Play 300,이탈,S50
K242100,남,15,13/08/99,14.2,11,선불,Play 300,이탈,S50
K242110,남,18,14/08/99,14.166667,2,선불,Play 300,이탈,S50
K242120,여,62,07/07/99,15.433333,0,선불,Play 300,이탈,S50
K242130,여,24,04/08/99,14.5,0,선불,Play 300,이탈,BS110
K242140,남,27,26/07/99,14.8,1,선불,Play 300,이탈,S50
K242150,남,19,12/09/99,13.2,0,선불,Play 300,이탈,S50
K242160,여,42,06/09/99,13.4,8,선불,Play 300,이탈,S50
K242170,여,17,12/09/99,13.2,2,선불,Play 300,이탈,S50
K242180,여,27,06/08/99,14.433333,0,선불,Play 300,이탈,S50
K242190,남,27,03/08/99,14.533333,1,선불,Play 300,이탈,S50
K242200,여,30,19/08/99,14,1,선불,Play 300,유지,S50
